rank,filter,grade,name,category,subscribers,views,stats_url,date_scraped,source
1,subs weekly,3.5,Ricis Official,Entertainment,30.5M,649.29K,https://www.noxinfluencer.com/youtube/channel/UC4tS4Q_Cno5JVcIUXxQOOpA,2022-09-18T03:46:46+00Z,noxinfluencer
2,subs weekly,3,AH,Entertainment,30M,861.34K,https://www.noxinfluencer.com/youtube/channel/UCaKLg1ELiX0zTJ6Je3c5esA,2022-09-18T03:46:46+00Z,noxinfluencer
3,subs weekly,3,Jess No Limit,Gaming,24.9M,1M,https://www.noxinfluencer.com/youtube/channel/UCvh1at6xpV1ytYOAzxmqUsA,2022-09-18T03:46:46+00Z,noxinfluencer
4,subs weekly,3.5,Rans Entertainment,Entertainment,24.2M,857.78K,https://www.noxinfluencer.com/youtube/channel/UCvA9_f5Lwk-poMynabtrZPg,2022-09-18T03:46:46+00Z,noxinfluencer
5,subs weekly,2,TRANS7 OFFICIAL,Entertainment,23.5M,27.85K,https://www.noxinfluencer.com/youtube/channel/UC24_Z2L-8Ki183AI9zJJzNQ,2022-09-18T03:46:46+00Z,noxinfluencer
6,subs weekly,3,Frost Diamond,Gaming,22.6M,619.97K,https://www.noxinfluencer.com/youtube/channel/UC4hGmH5sABOA70D4fGb8qNQ,2022-09-18T03:46:46+00Z,noxinfluencer
7,subs weekly,2,Indosiar,Entertainment,21.4M,0,https://www.noxinfluencer.com/youtube/channel/UCYqOeAXJm8yV9sJ8Ud3cR7A,2022-09-18T03:46:46+00Z,noxinfluencer
8,subs weekly,3,Baim Paula,Entertainment,20.8M,678.18K,https://www.noxinfluencer.com/youtube/channel/UC5xAPCVizxOfnMECMXkal2Q,2022-09-18T03:46:46+00Z,noxinfluencer
9,subs weekly,4.5,Deddy Corbuzier,Entertainment,19.5M,3.9M,https://www.noxinfluencer.com/youtube/channel/UCYk4LJI0Pr6RBDWowMm-KUw,2022-09-18T03:46:46+00Z,noxinfluencer
10,subs weekly,3,BabyBus - Cerita & Lagu Anak-anak,Education,18.5M,707.48K,https://www.noxinfluencer.com/youtube/channel/UC5v3gjCQLFeg8eBXO7ShdpQ,2022-09-18T03:46:46+00Z,noxinfluencer
11,subs weekly,3.5,MiawAug,Gaming,18.3M,639.58K,https://www.noxinfluencer.com/youtube/channel/UC3J4Q1grz46bdJ7NJLd4DGw,2022-09-18T03:46:46+00Z,noxinfluencer
12,subs weekly,3,GEN HALILINTAR,Entertainment,18.1M,462.29K,https://www.noxinfluencer.com/youtube/channel/UCfRNJiafEm1LBBGFTTq4cXw,2022-09-18T03:46:46+00Z,noxinfluencer
13,subs weekly,3,Naisa Alifia Yuriza (N.A.Y),Entertainment,17.9M,1.25M,https://www.noxinfluencer.com/youtube/channel/UCtjFp8VXWIscsqQ2wokpo3Q,2022-09-18T03:46:46+00Z,noxinfluencer
14,subs weekly,1.5,Zuni and Family,People & Blogs,16.4M,640.15K,https://www.noxinfluencer.com/youtube/channel/UCAelPgCHWYyEs8-TFuOVRtg,2022-09-18T03:46:46+00Z,noxinfluencer
15,subs weekly,4.5,tanboy kun,Entertainment,16.4M,2.11M,https://www.noxinfluencer.com/youtube/channel/UC8rHUssNDJ9YEjfduAqJBmw,2022-09-18T03:46:46+00Z,noxinfluencer
16,subs weekly,2,TRANS TV Official,Entertainment,16.1M,4.03K,https://www.noxinfluencer.com/youtube/channel/UCIohHXwCEKxWCLvAguJ-GjA,2022-09-18T03:46:46+00Z,noxinfluencer
17,subs weekly,2.5,Dyland PROS,Gaming,15.5M,70.16K,https://www.noxinfluencer.com/youtube/channel/UCXdmo_q4SawYMz-dmeKEHPQ,2022-09-18T03:46:46+00Z,noxinfluencer
18,subs weekly,2,RCTI - LAYAR DRAMA INDONESIA,Entertainment,15.4M,44.65K,https://www.noxinfluencer.com/youtube/channel/UCzTsWuCdVP_vehWyGwPcS3Q,2022-09-18T03:46:46+00Z,noxinfluencer
19,subs weekly,2,Kerajinan 5-Menit,Howto & Style,15.2M,14.05K,https://www.noxinfluencer.com/youtube/channel/UClIYfCAhMAlacxT0e_sl1uA,2022-09-18T03:46:46+00Z,noxinfluencer
20,subs weekly,2,Like Nastya IDN,Entertainment,15.2M,190.36K,https://www.noxinfluencer.com/youtube/channel/UCui_SuV6CzSgB1bdwL5utzg,2022-09-18T03:46:46+00Z,noxinfluencer
21,subs weekly,3,Daftar Populer,Entertainment,14.7M,75.33K,https://www.noxinfluencer.com/youtube/channel/UCQW2tTNJ40V2T6MqV1eMZ0w,2022-09-18T03:46:46+00Z,noxinfluencer
22,subs weekly,4.5,Arif muhammad,Comedy,14.5M,2.89M,https://www.noxinfluencer.com/youtube/channel/UCfx3oPv3cJm2aCJ7UnhKx8A,2022-09-18T03:46:46+00Z,noxinfluencer
23,subs weekly,2,MNCTV OFFICIAL,Entertainment,13.8M,340,https://www.noxinfluencer.com/youtube/channel/UC34xi8JB1AKSotPUKHywbaA,2022-09-18T03:46:46+00Z,noxinfluencer
24,subs weekly,2,KOMPASTV,News & Politics,13M,6.89K,https://www.noxinfluencer.com/youtube/channel/UC5BMIWZe9isJXLZZWPWvBlg,2022-09-18T03:46:46+00Z,noxinfluencer
25,subs weekly,2,The Shiny Peanut,Entertainment,12.9M,17.31K,https://www.noxinfluencer.com/youtube/channel/UCgiO267R4Qo-SJF2UzH5ccQ,2022-09-18T03:46:46+00Z,noxinfluencer
26,subs weekly,2,BUDI01 GAMING,Gaming,12.7M,1.55M,https://www.noxinfluencer.com/youtube/channel/UC8qp0ZmavLOGeSdLxSUZO8w,2022-09-18T03:46:46+00Z,noxinfluencer
27,subs weekly,0.5,SAAIHALILINTAR,Entertainment,12.6M,402.24K,https://www.noxinfluencer.com/youtube/channel/UCEIdGryox368qWinrZ9eA8A,2022-09-18T03:46:46+00Z,noxinfluencer
28,subs weekly,3,Troom Troom Indonesia,People & Blogs,12M,231.4K,https://www.noxinfluencer.com/youtube/channel/UCtGmhXT_NSTK5j_r9a9xdYA,2022-09-18T03:46:46+00Z,noxinfluencer
29,subs weekly,3,Yudist Ardhana,Entertainment,12M,256.91K,https://www.noxinfluencer.com/youtube/channel/UCvc00uetYIML9D-7BBrEXLA,2022-09-18T03:46:46+00Z,noxinfluencer
30,subs weekly,2,FrontaL Gaming,Gaming,11.7M,324.52K,https://www.noxinfluencer.com/youtube/channel/UCW6fcXU68QShoXPkxnPxATw,2022-09-18T03:46:46+00Z,noxinfluencer
31,subs weekly,3.5,Jessica Jane,Entertainment,10.9M,1.58M,https://www.noxinfluencer.com/youtube/channel/UCFuM3BWlLM3YbLjkXBiJ8-A,2022-09-18T03:46:46+00Z,noxinfluencer
32,subs weekly,2,GNP Music,Music,10.3M,55.89K,https://www.noxinfluencer.com/youtube/channel/UCJYG48dCgMA-p5BVDabi3nQ,2022-09-18T03:46:46+00Z,noxinfluencer
33,subs weekly,3,hasanjr11,Entertainment,10.2M,229.23K,https://www.noxinfluencer.com/youtube/channel/UCgqAMw2V_Ddy4SfmovUTh8Q,2022-09-18T03:46:46+00Z,noxinfluencer
34,subs weekly,2.5,Islam Populer,Education,10.1M,49.56K,https://www.noxinfluencer.com/youtube/channel/UCXhg6jUrkGLiiwk7Zr13SuQ,2022-09-18T03:46:46+00Z,noxinfluencer
35,subs weekly,4,Little Angel Bahasa Indonesia - Lagu Anak,Education,10M,1.33M,https://www.noxinfluencer.com/youtube/channel/UCdrHrQf0o0TO8YDntXJ4VIQ,2022-09-18T03:46:46+00Z,noxinfluencer
36,subs weekly,2.5,SULE PRODUCTIONS,Entertainment,9.96M,411.42K,https://www.noxinfluencer.com/youtube/channel/UCZWk_k207M--sLScrLdM3JQ,2022-09-18T03:46:46+00Z,noxinfluencer
37,subs weekly,3,Raditya Dika,People & Blogs,9.86M,463.71K,https://www.noxinfluencer.com/youtube/channel/UC0rzsIrAxF4kCsALP6J2EsA,2022-09-18T03:46:46+00Z,noxinfluencer
38,subs weekly,2,Ini Talk Show,Comedy,9.86M,171.91K,https://www.noxinfluencer.com/youtube/channel/UCo1CFjot3CX97sn_ngJnGPg,2022-09-18T03:46:46+00Z,noxinfluencer
39,subs weekly,4,GadgetIn,Science & Technology,9.82M,1.86M,https://www.noxinfluencer.com/youtube/channel/UC1dI4tO13ApuSX0QeX8pHng,2022-09-18T03:46:46+00Z,noxinfluencer
40,subs weekly,2,CNN Indonesia,News & Politics,9.73M,2.94K,https://www.noxinfluencer.com/youtube/channel/UCKII0Ml9S5wneKbHswmUrIQ,2022-09-18T03:46:46+00Z,noxinfluencer
41,subs weekly,4.5,Nihongo Mantappu,People & Blogs,9.68M,1.18M,https://www.noxinfluencer.com/youtube/channel/UC1Gmqqs_Myzl2KHIeqfUC9A,2022-09-18T03:46:46+00Z,noxinfluencer
42,subs weekly,3,Nessie Judge,Comedy,9.57M,823.32K,https://www.noxinfluencer.com/youtube/channel/UC_SBt2BFBkExq_azj-P5lNA,2022-09-18T03:46:46+00Z,noxinfluencer
43,subs weekly,2.5,efdewe,Gaming,9.55M,162.39K,https://www.noxinfluencer.com/youtube/channel/UCIWUnAI0GL4LDfCUeOOq7xg,2022-09-18T03:46:46+00Z,noxinfluencer
44,subs weekly,2,tvOneNews,News & Politics,9.44M,7.61K,https://www.noxinfluencer.com/youtube/channel/UCER4rvDnRBPr_ncYW4UCZjg,2022-09-18T03:46:46+00Z,noxinfluencer
45,subs weekly,2.5,LetDa Hyper,Gaming,9.39M,29.28K,https://www.noxinfluencer.com/youtube/channel/UCCsHdU66sCbEtklvSVAGPsQ,2022-09-18T03:46:46+00Z,noxinfluencer
46,subs weekly,3,Lagu Anak Indonesia Balita,Education,9.37M,615.32K,https://www.noxinfluencer.com/youtube/channel/UC5Tg_aUYKBtpnGipTVqDDuQ,2022-09-18T03:46:46+00Z,noxinfluencer
47,subs weekly,2.5,PANJI PETUALANG,Pets & Animals,9.27M,433.39K,https://www.noxinfluencer.com/youtube/channel/UCK80fj7o9HUEWvobSVp2J-Q,2022-09-18T03:46:46+00Z,noxinfluencer
48,subs weekly,3,Ani Nurhayani,Entertainment,9.27M,195.94K,https://www.noxinfluencer.com/youtube/channel/UCs89kFyfKM24SFFAb_vqpBQ,2022-09-18T03:46:46+00Z,noxinfluencer
49,subs weekly,3.5,Sara Wijayanto,People & Blogs,9.26M,1.24M,https://www.noxinfluencer.com/youtube/channel/UCa3k1_nfBeXbf7be6Dcy_vQ,2022-09-18T03:46:46+00Z,noxinfluencer
50,subs weekly,3.5,Aishwa Nahla Official,Music,9.25M,9.38M,https://www.noxinfluencer.com/youtube/channel/UC1nqMqjwWkcN80yfHM6Hcow,2022-09-18T03:46:46+00Z,noxinfluencer
51,subs weekly,2.5,Rendy Rangers,Gaming,9.2M,75.64K,https://www.noxinfluencer.com/youtube/channel/UCg_GNu-J5_naq-k1kUfq1Rw,2022-09-18T03:46:46+00Z,noxinfluencer
52,subs weekly,4,Bobon Santoso,Entertainment,9.13M,910.67K,https://www.noxinfluencer.com/youtube/channel/UCCeJqNJdhaydrlubVLzyErQ,2022-09-18T03:46:46+00Z,noxinfluencer
53,subs weekly,4.5,Mikael TubeHD,People & Blogs,9.11M,673.39K,https://www.noxinfluencer.com/youtube/channel/UCFSqAZl3AxxMyaHouB2GKSg,2022-09-18T03:46:46+00Z,noxinfluencer
54,subs weekly,3,Tayo Bus Kecil - Tayo Bahasa Indonesia,Education,9.05M,910.94K,https://www.noxinfluencer.com/youtube/channel/UCUaZwCnn6Z-16BmkKngSs0g,2022-09-18T03:46:46+00Z,noxinfluencer
55,subs weekly,4,Upin & Ipin,Entertainment,9.03M,586.25K,https://www.noxinfluencer.com/youtube/channel/UChzn43FSMt_2TR97COECjRw,2022-09-18T03:46:46+00Z,noxinfluencer
56,subs weekly,3,The Onsu Family,Entertainment,9.02M,220.94K,https://www.noxinfluencer.com/youtube/channel/UCJvQLi9uJEGBpD8t3DZyHpw,2022-09-18T03:46:46+00Z,noxinfluencer
57,subs weekly,1.5,The LetsPlay Family,Entertainment,8.98M,1.18M,https://www.noxinfluencer.com/youtube/channel/UCnN-PlxUJifRxrtyb2vgk7w,2022-09-18T03:46:46+00Z,noxinfluencer
58,subs weekly,3,deHakims,Pets & Animals,8.95M,599.01K,https://www.noxinfluencer.com/youtube/channel/UC7-sh4gtS5oJkwqOyt8s3CQ,2022-09-18T03:46:46+00Z,noxinfluencer
59,subs weekly,1,Nussa Official,Entertainment,8.85M,815.6K,https://www.noxinfluencer.com/youtube/channel/UCV2jNjJEtO0Hr3b1Es3xPJg,2022-09-18T03:46:46+00Z,noxinfluencer
60,subs weekly,2.5,Najwa Shihab,News & Politics,8.6M,1.06M,https://www.noxinfluencer.com/youtube/channel/UCo8h2TY_uBkAVUIc14m_KCA,2022-09-18T03:46:46+00Z,noxinfluencer
61,subs weekly,3,SISI TERANG,Howto & Style,8.59M,26.71K,https://www.noxinfluencer.com/youtube/channel/UCSg-Y9uI1E-my-I4WKKioEQ,2022-09-18T03:46:46+00Z,noxinfluencer
62,subs weekly,4,Windah Basudara,Gaming,8.53M,401.6K,https://www.noxinfluencer.com/youtube/channel/UCoIiiHof6BJ85PLuLkuxuhw,2022-09-18T03:46:46+00Z,noxinfluencer
63,subs weekly,2,NAGASWARA Official Video | Indonesia Music Channel,Music,8.43M,22.08K,https://www.noxinfluencer.com/youtube/channel/UChvdpkJqIaVo7kbKPtmKXhA,2022-09-18T03:46:46+00Z,noxinfluencer
64,subs weekly,2.5,Daftar5,Entertainment,8.29M,112.88K,https://www.noxinfluencer.com/youtube/channel/UCGooqe5Poe7wK6xmScAm4Kw,2022-09-18T03:46:46+00Z,noxinfluencer
65,subs weekly,2.5,kemas pake z,Gaming,8.28M,31.84K,https://www.noxinfluencer.com/youtube/channel/UCCEs4SbttY3l73m0WsZix3g,2022-09-18T03:46:46+00Z,noxinfluencer
66,subs weekly,4.5,WARINTIL OFFICIAL,Comedy,8.15M,3.47M,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-18T03:46:46+00Z,noxinfluencer
67,subs weekly,2.5,MOP Channel,Entertainment,8.14M,27.36K,https://www.noxinfluencer.com/youtube/channel/UCrrimexxJpH-zLIrg_IPV_w,2022-09-18T03:46:46+00Z,noxinfluencer
68,subs weekly,2,Netmediatama,Entertainment,8.14M,2.29K,https://www.noxinfluencer.com/youtube/channel/UCrmgXElfpFPD9LDc_0aUfew,2022-09-18T03:46:46+00Z,noxinfluencer
69,subs weekly,4.5,Jeevan Akawa,Comedy,8.1M,316.29K,https://www.noxinfluencer.com/youtube/channel/UC4Z9EjODYWG91KEk-Q8DWPw,2022-09-18T03:46:46+00Z,noxinfluencer
70,subs weekly,3,KopraL Jono,Gaming,8.1M,434.1K,https://www.noxinfluencer.com/youtube/channel/UCS1a9Q2__fjNt_8Wik0RFTg,2022-09-18T03:46:46+00Z,noxinfluencer
71,subs weekly,3,Erpan1140,Gaming,8.08M,529.84K,https://www.noxinfluencer.com/youtube/channel/UCHtehvb3p55uRCQBDCwF-ow,2022-09-18T03:46:46+00Z,noxinfluencer
72,subs weekly,3,Maell Lee,Comedy,8.05M,802.09K,https://www.noxinfluencer.com/youtube/channel/UCgYmNAhjfv5GYWBOfzp831Q,2022-09-18T03:46:46+00Z,noxinfluencer
73,subs weekly,2.5,TRI SUAKA CHANNEL,Entertainment,8M,14.17K,https://www.noxinfluencer.com/youtube/channel/UCxHRAILTOBZNR8J9GZFaniw,2022-09-18T03:46:46+00Z,noxinfluencer
74,subs weekly,2,Tribunnews,News & Politics,7.97M,2.79K,https://www.noxinfluencer.com/youtube/channel/UCmxAIW7RDDC88EPk4ry16Kg,2022-09-18T03:46:46+00Z,noxinfluencer
75,subs weekly,2,MD Entertainment,Film & Animation,7.83M,8.12K,https://www.noxinfluencer.com/youtube/channel/UC3e0KfJEE6s46nn6_N-DMaQ,2022-09-18T03:46:46+00Z,noxinfluencer
76,subs weekly,3.5,fikrifadlu,Entertainment,7.74M,942.51K,https://www.noxinfluencer.com/youtube/channel/UC4AXZK3XiR-kz1Nk01LhxmQ,2022-09-18T03:46:46+00Z,noxinfluencer
77,subs weekly,2.5,Rizky Riplay,Film & Animation,7.62M,391.68K,https://www.noxinfluencer.com/youtube/channel/UC7GWXKxiy9_AU9TytEh00eg,2022-09-18T03:46:46+00Z,noxinfluencer
78,subs weekly,2.5,Angga Candra,Entertainment,7.47M,242.97K,https://www.noxinfluencer.com/youtube/channel/UCJdzixqmMBoCMoMkrQ8F8FQ,2022-09-18T03:46:46+00Z,noxinfluencer
79,subs weekly,2,Cumicumi,Entertainment,7.37M,14.52K,https://www.noxinfluencer.com/youtube/channel/UC5A_pdnOOcMsaBzFAHiTMLg,2022-09-18T03:46:46+00Z,noxinfluencer
80,subs weekly,3.5,Oura Gaming,Gaming,7.28M,368.57K,https://www.noxinfluencer.com/youtube/channel/UCirWugW5e03u3DUGA87s58A,2022-09-18T03:46:46+00Z,noxinfluencer
81,subs weekly,1.5,animasinopal,Comedy,7.26M,3.61M,https://www.noxinfluencer.com/youtube/channel/UC5IA7MpYcbhbA28RgyQrV0A,2022-09-18T03:46:46+00Z,noxinfluencer
82,subs weekly,0,Royan Mobil RC,Autos & Vehicles,7.25M,10.41K,https://www.noxinfluencer.com/youtube/channel/UCzqSaeUu-jYcfRcOjBFq0DA,2022-09-18T03:46:46+00Z,noxinfluencer
83,subs weekly,0.5,Official Sabyan gambus,Music,7.13M,124.01M,https://www.noxinfluencer.com/youtube/channel/UCfMcMOvgflhwW3FQtLosn7Q,2022-09-18T03:46:46+00Z,noxinfluencer
84,subs weekly,4.5,Putih Abu-Abu,Music,7.12M,1.34M,https://www.noxinfluencer.com/youtube/channel/UCIqzqfsgUqctbM-MANntwuQ,2022-09-18T03:46:46+00Z,noxinfluencer
85,subs weekly,2.5,Muse Indonesia,Film & Animation,7.07M,18.92K,https://www.noxinfluencer.com/youtube/channel/UCxxnxya_32jcKj4yN1_kD7A,2022-09-18T03:46:46+00Z,noxinfluencer
86,subs weekly,2.5,musisi jogja project,Music,6.98M,19.25K,https://www.noxinfluencer.com/youtube/channel/UCUE-BF1Q5E6Sz1KidSnSRYw,2022-09-18T03:46:46+00Z,noxinfluencer
87,subs weekly,2.5,Rasyah Rasyid,Gaming,6.96M,79.77K,https://www.noxinfluencer.com/youtube/channel/UCEgqJ5EKBATUwpkM6fVuGiA,2022-09-18T03:46:46+00Z,noxinfluencer
88,subs weekly,2,Hi Patrick,Gaming,6.95M,47.31K,https://www.noxinfluencer.com/youtube/channel/UCZB0J8mVXqPe3ej6UYlS4DQ,2022-09-18T03:46:46+00Z,noxinfluencer
89,subs weekly,3.5,Heidi dan Zidane,People & Blogs,6.85M,139.82K,https://www.noxinfluencer.com/youtube/channel/UCcp_vTc53n_HfHRShAAEyCw,2022-09-18T03:46:46+00Z,noxinfluencer
90,subs weekly,2,DJ Opus,Music,6.81M,118.82K,https://www.noxinfluencer.com/youtube/channel/UCwTSXttL8gc13UlPXU7YNjQ,2022-09-18T03:46:46+00Z,noxinfluencer
91,subs weekly,3,Kang Ujang Busthomi cirebon,People & Blogs,6.73M,248.85K,https://www.noxinfluencer.com/youtube/channel/UCxTVvAgJyIjw-zmJex4nyhg,2022-09-18T03:46:46+00Z,noxinfluencer
92,subs weekly,3.5,123 GO! Indonesian,Howto & Style,6.68M,1.04M,https://www.noxinfluencer.com/youtube/channel/UC43nz9qnZ7AIrbOlfxejTig,2022-09-18T03:46:46+00Z,noxinfluencer
93,subs weekly,2.5,KULGAR,Gaming,6.57M,55.89K,https://www.noxinfluencer.com/youtube/channel/UCBcREx7wgTLTIj_VKFgOEDQ,2022-09-18T03:46:46+00Z,noxinfluencer
94,subs weekly,1.5,FATEH HALILINTAR,Entertainment,6.56M,861.23K,https://www.noxinfluencer.com/youtube/channel/UCi_ujFc2fgNt21RgVY5hvGg,2022-09-18T03:46:46+00Z,noxinfluencer
95,subs weekly,2,Sidul Tube,Entertainment,6.53M,2.44K,https://www.noxinfluencer.com/youtube/channel/UCyIEVMhLpr-zmqZN9v2Ka_w,2022-09-18T03:46:46+00Z,noxinfluencer
96,subs weekly,2.5,86 & Custom Protection NET,Entertainment,6.53M,33.45K,https://www.noxinfluencer.com/youtube/channel/UCkjCVt4XfWH_S_2_ayNTTIA,2022-09-18T03:46:46+00Z,noxinfluencer
97,subs weekly,0.5,Indonesian Idol,Entertainment,6.46M,932.72K,https://www.noxinfluencer.com/youtube/channel/UCpr5mSSUbIQU816dNjaDdyg,2022-09-18T03:46:46+00Z,noxinfluencer
98,subs weekly,2.5,Obbyphy,Gaming,6.45M,272.91K,https://www.noxinfluencer.com/youtube/channel/UC8J8jWVZK9isJAU579ulheg,2022-09-18T03:46:46+00Z,noxinfluencer
99,subs weekly,3,Calon Sarjana,Entertainment,6.41M,84.75K,https://www.noxinfluencer.com/youtube/channel/UC-ASDT9n-sUPwA7uUPN0OoQ,2022-09-18T03:46:46+00Z,noxinfluencer
100,subs weekly,4,Super JoJo Bahasa Indonesia - Lagu Anak-anak,Education,6.36M,329.43K,https://www.noxinfluencer.com/youtube/channel/UC_S8TNffRECCdqdrmYlNejw,2022-09-18T03:46:46+00Z,noxinfluencer
1,avgview weekly,3,Indonesian Youtubers,People & Blogs,1.56M,19.91M,https://www.noxinfluencer.com/youtube/channel/UC-z1ubmS-iHMVr83EEwRS2g,2022-09-18T03:46:47+00Z,noxinfluencer
2,avgview weekly,3.5,Aishwa Nahla Official,Music,9.25M,9.38M,https://www.noxinfluencer.com/youtube/channel/UC1nqMqjwWkcN80yfHM6Hcow,2022-09-18T03:46:47+00Z,noxinfluencer
3,avgview weekly,3,MILYHYA,Gaming,5.05M,8.83M,https://www.noxinfluencer.com/youtube/channel/UC0ohl1eKTtlJNqbD-HWRQVg,2022-09-18T03:46:47+00Z,noxinfluencer
4,avgview weekly,2.5,Grab Indonesia,People & Blogs,403K,8.05M,https://www.noxinfluencer.com/youtube/channel/UCGW3n9AJpF31TS9hqC7FXdw,2022-09-18T03:46:47+00Z,noxinfluencer
5,avgview weekly,3,Itakimo Bali,Comedy,1.22M,7.06M,https://www.noxinfluencer.com/youtube/channel/UCMwoWc6kXCqdOq6qLlH59Lw,2022-09-18T03:46:47+00Z,noxinfluencer
6,avgview weekly,2,IT'S ME BCL,People & Blogs,2.96M,6.67M,https://www.noxinfluencer.com/youtube/channel/UCUlBc3wk27vIlAYDaIxtOIQ,2022-09-18T03:46:47+00Z,noxinfluencer
7,avgview weekly,3,RAFFA BADRI29,Music,1.81M,6.66M,https://www.noxinfluencer.com/youtube/channel/UCPRMSOHYjpyZ5cZZR9-rgZg,2022-09-18T03:46:47+00Z,noxinfluencer
8,avgview weekly,2,Maulana Ardiansyah,Music,2.08M,6.39M,https://www.noxinfluencer.com/youtube/channel/UCfHQmOQ1Ynej5GZsU83hOSA,2022-09-18T03:46:47+00Z,noxinfluencer
9,avgview weekly,2.5,Kredivo,Science & Technology,84.1K,6.15M,https://www.noxinfluencer.com/youtube/channel/UCMNUm-na4GVPM4qR9YqZKug,2022-09-18T03:46:47+00Z,noxinfluencer
10,avgview weekly,2.5,Mr Fian,Gaming,1.79M,5.95M,https://www.noxinfluencer.com/youtube/channel/UCtT3Ol5D1Rw4Icjt2qgsG7g,2022-09-18T03:46:47+00Z,noxinfluencer
11,avgview weekly,3,Arief Putra,Music,1.21M,5.77M,https://www.noxinfluencer.com/youtube/channel/UCmiJjv8BbzLahKpsfkQaBnA,2022-09-18T03:46:47+00Z,noxinfluencer
12,avgview weekly,3.5,WOKO CHANNEL,Comedy,2.22M,5.23M,https://www.noxinfluencer.com/youtube/channel/UCPvfUrQ8M4OmrnoGwrDuAaQ,2022-09-18T03:46:47+00Z,noxinfluencer
13,avgview weekly,2.5,IPANK PRO,Music,616K,4.85M,https://www.noxinfluencer.com/youtube/channel/UCNLjlxlDYKdGCK183mwA_ig,2022-09-18T03:46:47+00Z,noxinfluencer
14,avgview weekly,2,Tahta Rizky Origma,Travel & Events,543K,4.76M,https://www.noxinfluencer.com/youtube/channel/UCNCLmBtGIE0oXxZ0KY33KUA,2022-09-18T03:46:47+00Z,noxinfluencer
15,avgview weekly,2.5,LINTANG MEDIA,Education,4.34M,4.75M,https://www.noxinfluencer.com/youtube/channel/UCvFbK1xQGHlMBWRnGCVPF-Q,2022-09-18T03:46:47+00Z,noxinfluencer
16,avgview weekly,3,Bryan Furran,Comedy,1.84M,4.59M,https://www.noxinfluencer.com/youtube/channel/UCXHGdWKfu_AHn4Ygy7dP7oA,2022-09-18T03:46:47+00Z,noxinfluencer
17,avgview weekly,4,The tira,Entertainment,1.25M,4.57M,https://www.noxinfluencer.com/youtube/channel/UCCy2xE0E7D1QN3sp89JL7qA,2022-09-18T03:46:47+00Z,noxinfluencer
18,avgview weekly,2.5,L'Oréal Paris Indonesia,Education,89.4K,4.34M,https://www.noxinfluencer.com/youtube/channel/UCkWwW6alB0DURnZOl5RxSJw,2022-09-18T03:46:47+00Z,noxinfluencer
19,avgview weekly,4,Willie Salim,People & Blogs,6.2M,4.27M,https://www.noxinfluencer.com/youtube/channel/UCPCaXSwaos-QI03iZtx8I6g,2022-09-18T03:46:47+00Z,noxinfluencer
20,avgview weekly,2,3way Asiska,Music,2.11M,4.26M,https://www.noxinfluencer.com/youtube/channel/UCTa6bzbqjx604RGk9FTN7bg,2022-09-18T03:46:47+00Z,noxinfluencer
21,avgview weekly,3.5,Gerrard Wijaya,Gaming,4.08M,4.18M,https://www.noxinfluencer.com/youtube/channel/UCkzbfqQmXyAPY_XEsJvkcWg,2022-09-18T03:46:47+00Z,noxinfluencer
22,avgview weekly,4,BAGAS CRAFT,Film & Animation,3.23M,4.12M,https://www.noxinfluencer.com/youtube/channel/UCsO46TcN-gMwcFo3VbPav-g,2022-09-18T03:46:47+00Z,noxinfluencer
23,avgview weekly,4.5,Billy karavdic,Comedy,2.45M,4.11M,https://www.noxinfluencer.com/youtube/channel/UC_LriaoeJN1Ea1Wts11P5uw,2022-09-18T03:46:47+00Z,noxinfluencer
24,avgview weekly,4.5,Deddy Corbuzier,Entertainment,19.5M,3.9M,https://www.noxinfluencer.com/youtube/channel/UCYk4LJI0Pr6RBDWowMm-KUw,2022-09-18T03:46:47+00Z,noxinfluencer
25,avgview weekly,4,bobacott,Gaming,1.74M,3.79M,https://www.noxinfluencer.com/youtube/channel/UC0CxleerqkHYVcJieek39rw,2022-09-18T03:46:47+00Z,noxinfluencer
26,avgview weekly,4,WILSON SINAI,Comedy,1.28M,3.77M,https://www.noxinfluencer.com/youtube/channel/UC7NjHQFW-iD0nZy2javtbsA,2022-09-18T03:46:47+00Z,noxinfluencer
27,avgview weekly,2,AHHA MUSIC,Music,1.34M,3.56M,https://www.noxinfluencer.com/youtube/channel/UC6kwA_uLrl-a3EdkY_aDJ-w,2022-09-18T03:46:47+00Z,noxinfluencer
28,avgview weekly,2.5,Mitsubishi Motors Indonesia,Autos & Vehicles,61.5K,3.55M,https://www.noxinfluencer.com/youtube/channel/UCwnY-zUiFdgpHdF0dsjlK6g,2022-09-18T03:46:47+00Z,noxinfluencer
29,avgview weekly,2,Arvian Dwi,Music,1.21M,3.48M,https://www.noxinfluencer.com/youtube/channel/UCDiZ0buP7Mx3k9bWULlNUfQ,2022-09-18T03:46:47+00Z,noxinfluencer
30,avgview weekly,4.5,WARINTIL OFFICIAL,Comedy,8.15M,3.47M,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-18T03:46:47+00Z,noxinfluencer
31,avgview weekly,2,Kangen Band Official,Music,1.58M,3.41M,https://www.noxinfluencer.com/youtube/channel/UCGx_8w3WQpD2lbVLt53-BYA,2022-09-18T03:46:47+00Z,noxinfluencer
